A;QBN;1990;245
A;LLLIWHHMXVMEKMYQRKJQELUYENUOSKSYMPOQRWTVSJFAMLJ;1991;661
AA;JKQBFSOFYWFBVOEFQUKTHKUDYLACXEMCH;2010;435
AAAFBFAXRDEQETIRJJUPKQLXEACRWIHRBGQZINUODQ;HFFTRBDHRDNXZVEJCUGBJB;2010;151
AADEOPMEGNDFTGREEWPITIXPRESTHHUGFWVXGGCKTWGYBJE;ZBPGZKC;1989;257
AAI;OMTILSZVHWXVNXHNBUMYKRQQUUXMG;1990;555
AAJDODULAWRNZ;EOOAQPXEBNXBGKHPLCOEXXNO;1992;603
AAMDLZWSGUZWBNXWNKGGUJTOFGJNDAOYUURES;HHZZBANIXLXFWVNVBVHMSODINMMYPICBTXUGGZYQENLIJCUXU;1977;85
AAMQMGRYIAHEUFDPOSPOUZUEJCYCUVZPGTULNLOPHHNR;OGRYCMJWZETMVSJJDDELZPOXULSRIKCSPSWPZKJFKV;1976;947
AAPRWVVPNRSQHPSPG;BPLQSHGHCDYQSEIQZKGQWETPU;1985;159
AAVELWWNVHDSLNKFEZQNEVS;LQNYTPJAVBYQDTPLZLDRQZUVDYSUTFXDRSKBFFPDVCBF;2019;919
ABAARDFRNZGGCQQHKAWGNDKLHVMGMKTEZSGTXM;PGPGUJMNKUILYSGUVHMRPVSSDKPOOBDWHAW;2016;621
ABAKBRLXTGQRYHLVQMG;QZPMEARDSOWGDYXMYMCDVFL;1983;577
ABDAYFYQTQ;CSTXVHHYUIQTIEFPDRDULYVKVHGYYOTHYKFCZAXA;1994;850
ABHQEHJFIHJMDABVXRABRSRVPJRGVXCGUQTKPB;HZAMUFRDVDZZEYXRLEZYZTNCPACSPMJCXZXYDMCRAPOW;1986;126
ABIQRTQTJAYGFGHDHLMQKQJDEZRXSLTKKJOAZZRNTKIZCIAQXU;FYNGGE;1986;66
ABPGWNKJPRODSAYFZEDHJDJEHEKKKHXAJGZ;YSLGPRDXJUXZFHFBESGOUXABTCBPJZHVIZQCG;2004;400
ABYOKFULPYHTBZZQMUWJHX;ERZHTW;1974;594
ABZNIBLGUHYVXAJLMKACHYQVJEQEY;XDFWIZWTKICPTCPRYVJVIALGTWTEBATOLORIIZORFD;2014;969
ACFQGLWKFXYEUHVHFCVFLBNQPJPAQMBZMZGHSYJH;EBVBFF;1979;611
ACHMNIKMGRXXDDUZAAVKVFEMNKBLJTLQXJQHYSGYKNXXPLN;LXPPMHPZJQGXYCZECFCYTEU;1977;409
ACHNHDJNFHOEHUPGYWPONXXDZBJIZDYNJDP;LNKMEITSJLOHEIX;2013;544
ACIWIFCBZVMVHRASRAYEEBMHXUXJNVCHEGQWCPZEARMXRZO;APRLUGFDCBAXMGHJCHM;2013;591
ACKSCIARLGKHDMOAIXBGFXLBMLQOWUQHALDDRZAHFQO;HVGWOQSTBSXASLDBIEEJAIBPZUDMRDKFGJULHTMAYHQOLP;2003;102
ACMTIAPORKAXCQBVEROFVTNIQYOHKXD;XXFJKDZVZQFRQZQVO;1989;524
ACMWRZWXATQXSGUIEANASUVMVUCXHJMV;FSFBPNQUBCLG;2010;399
ACRSCLPWNODCPOCMHQXXNGEJPEVWU;BTMYQBEZOPJKHVXTORDQFZGCYBOASWMGZNQ;1987;929
ACV;KLLSJHCRDJMYY;1998;350
AD;JDJMEIAUMPLVG;1997;787
