ABFLIZEDKDZMSDOYGKJJDXVTOUHHXGTMSILKZFZWDBQR;HJNMFMAEVMEF;1981;341
A;FGOIUHYKKPACTYYFDISI;1980;98
ACBADOMHGNKQGLAVIUJFVZM;LNNLPYQKXUVERKQALNYVZZFVZYFYUAZWRIOQVQWLYTE;2009;609
ACHZRHIZMAQESWSUQNIZZDF;EAGXASAQETOLOFFIMZPLNUDEFF;1988;222
ACPPMBVNGUMVPBPIC;QSKJAWYQYVAPJAYYAZJUSCWX;1979;502
AD;MYACZPRMAVOBNPCHBNLQHEMIGMLKMESWTPWDIKKCCKUN;2019;860
AFWYQGSZWVYTXYXPNLECEFDUVQOIADHIFVTQTVGKSL;VXRYMAVCZVWOTXQRGMFCT;2015;402
AGJCYIYGYOB;GSWGQCXKCBFALLXAWDPOOYFTNMLDHEWFNZHKXZIMQXN;1993;642
AHQF;HNZTTDLXDMRGJRSOSVXMALFUZDXSSADOIJNGSZJE;2015;259
AISSSYQYTHOMSIQSVNMNQSGNZZIIKQ;MNHRVQWWOPLQQBJDKXGZJGDQZFNXP;2010;152
AIWVM;MGBWRRONEWBTQKFKFSQDQBOPO;1979;476
AJYLQVUIZFSOAYXZILJZEGBLCAT;PZXTGFPMUSCRLDURENNLQKWHHYIPQZEVBYKTBVTPWVTTGE;1975;725
AJYPJMUOJUOGSJQTBKLWVQKAJBDWJQRGUVOANCYJMBH;QOHVOG;1978;695
AKCZRPBQ;GZSLUTCDFMCOQOZJAJVZXKXYSNKQEZXBF;1996;942
ALHTIGPQMWFONTEP;YQMHDA;2001;52
ALHVVPAANGODN;FQRZXWKTNDPBBZDRWLPHLGDYWDOFNZXQLXVKHDJ;2015;920
ALNFBQZRONMFDWGPBEPEUHGBJBVNAXRHRVUWPTSB;IAVEXUURSPAT;1984;195
ALNQYHLCIILIYUUZZBMFO;XBSUEBU;1993;249
AMLZSMLCHPNPDAOAXVUVVRJJFTRXPVDFHM;CULJNUFEOHUXPHOVVJGDCFZZTLNNNCBFEROCTFINW;1992;43
AMME;EHRULPGKOZUYWMOBCDLBOFBJEJAZSRULVQ;1978;888
ANDUSJDX;PSHTQFVZWDQDMGWSKEJMRO;1991;604
ANOROBNELLCGGJBHURUTYPPW;NQRETHXHJMBQDUBCTHTWZKKOCXJXYFZCAUYIKOILLTEUMQ;1981;932
AOBBXOPSDKFOEDUHUKLBQMFMPZBPKXSCRIBP;PTAXLOUXSHFPJFMEJCKKCZVRVOUCVWYNSZDXUSYI;1976;35
AONFJCOLNQNBUBJKBYDBH;RWHQZWSMGEZQRNXPRFTXRG;1971;761
AONOMPBZ;DETNNTVPKGYDKBYKXMGIHXGQWOWQUPNEHWLDFWMBIPQ;2013;706
AOWAXBOCTWOEUFTWWTBLXQTNSTXTEBAMPFYMXKY;YYFMJQJRXYLLCRZJELWTK;1974;82
AP;WPMEXLRQLAQBAULHSVBWZVVXEK;1981;786
APDZYJJOFM;XGOZF;1983;409
APJNYJMHZAAQVVUMBWQWRWYQWVVADSZ;FUTADMAEPYYRNZTGUZUTOBUOZV;1973;357
